iter	Logloss
309	0.5689208358
310	0.5686880146
311	0.568516163
312	0.5682182208
313	0.5678758171
314	0.5676413159
315	0.5674271409
316	0.567203381
317	0.5670448953
318	0.5667680044
319	0.5665979538
320	0.5662621332
321	0.5660701892
322	0.56577434
323	0.5656000115
324	0.5653914903
325	0.5652087958
326	0.5649574069
327	0.5648094005
328	0.5645822496
329	0.5642650324
330	0.5640409191
331	0.5639010896
332	0.5636646628
333	0.563447869
334	0.5632293669
335	0.5630354522
336	0.5628853717
337	0.5625571125
338	0.5623398503
339	0.5620583353
340	0.5616466421
341	0.5614871513
342	0.5611552484
343	0.5610508116
344	0.5608185875
345	0.5606649992
346	0.5604266183
347	0.5602409766
348	0.560039622
349	0.5599024995
350	0.5597354671
351	0.5595749609
352	0.5592607159
353	0.559013518
354	0.5587393159
355	0.5585577935
356	0.5583626783
357	0.5581311239
358	0.5578674799
359	0.5576621335
360	0.5574511887
361	0.5572732566
362	0.5570985575
363	0.5569757123
364	0.556759406
365	0.5565672489
366	0.55641875
367	0.5562207035
368	0.5560825673
369	0.5558319622
370	0.5554905959
371	0.5552353944
372	0.5551268684
373	0.5549425193
374	0.5547550593
375	0.5544797095
376	0.5542464063
377	0.554003613
378	0.5537763514
379	0.5536138927
380	0.5534255359
381	0.5532977324
382	0.5530897341
383	0.5528765951
384	0.5527218796
385	0.5524795614
386	0.5523467635
387	0.5521330142
388	0.5520086444
389	0.5518323253
390	0.5516598358
391	0.5515032996
392	0.5512702815
393	0.5511430791
394	0.5510313077
395	0.5507619473
396	0.5505957729
397	0.550435483
398	0.5502699299
399	0.5500874292
400	0.5499896941
401	0.5496759649
402	0.5495971935
403	0.5493810743
404	0.5491187605
405	0.5489936218
406	0.5488406476
407	0.5485788449
408	0.5483741
409	0.5481198322
410	0.547912835
411	0.5477131449
412	0.5474777113
413	0.5472948091
414	0.54718697
415	0.5470209363
416	0.5468100812
417	0.5465681877
418	0.5464156473
419	0.5462712584
420	0.5460622069
421	0.5458969674
422	0.5457823255
423	0.5456427857
424	0.5454341729
425	0.545221584
426	0.5450015549
427	0.5448467287
428	0.5446965511
429	0.5445424942
430	0.5443125786
431	0.5440708639
432	0.5438156801
433	0.5435780553
434	0.5434258408
435	0.5433143917
436	0.5431327793
437	0.5429434074
438	0.5427441596
439	0.5425438031
440	0.5424209886
441	0.5422144866
442	0.5420237621
443	0.5418437473
444	0.541678589
445	0.5415213115
446	0.5413232576
447	0.5411803105
448	0.5410254707
449	0.5408419864
450	0.5407447635
451	0.5406471543
452	0.5405221042
453	0.5402528567
454	0.5400878347
455	0.5399091024
456	0.5396578839
457	0.5394303769
458	0.5393278858
459	0.5391574745
460	0.5389909744
461	0.5388162755
462	0.5386400278
463	0.5384036106
464	0.5381930582
465	0.5379678331
466	0.5377911192
467	0.5376441234
468	0.5374428638
469	0.5372388427
470	0.5369893931
471	0.536855036
472	0.5367109844
473	0.5365668903
474	0.5364254215
475	0.5362491496
476	0.536029357
477	0.535831822
478	0.5356499716
479	0.5354108928
480	0.5353205875
481	0.5351213178
482	0.5350118934
483	0.5347534761
484	0.534597952
485	0.5344121301
486	0.5341354343
487	0.5340089112
488	0.5337799366
489	0.5336088636
490	0.5334587524
491	0.5333173635
492	0.5331357417
493	0.5329658667
494	0.5326513545
495	0.5325327465
496	0.5324019461
497	0.5322954859
498	0.5321997642
499	0.5320717395
500	0.5318417356
501	0.5316009248
502	0.531514237
503	0.5313938099
504	0.5312693874
505	0.5310242994
506	0.5308898974
507	0.5307529661
508	0.5305653296
509	0.5304098475
510	0.5301869184
511	0.5300511154
512	0.5298527292
513	0.5296263262
514	0.5294747182
515	0.5292558122
516	0.5291275455
517	0.5290235659
518	0.5287802367
519	0.528584446
520	0.528369745
521	0.528218388
522	0.5280321962
523	0.5278716803
524	0.5276826985
525	0.5275944244
526	0.5274110225
527	0.5272656292
528	0.5270981406
529	0.5268890695
530	0.5267112889
531	0.5265200841
532	0.5263230214
533	0.5262412666
534	0.5260352877
535	0.5258184344
536	0.5255478026
537	0.5254655917
538	0.5253550193
539	0.5252163078
540	0.5250995462
541	0.5249503666
542	0.5247971158
543	0.5246325567
544	0.5244695215
545	0.5244037554
546	0.5242419447
547	0.524100979
548	0.5238350933
549	0.5236622749
550	0.52356083
551	0.5234154086
552	0.5232156714
553	0.5230743831
554	0.5229464163
555	0.5227698127
556	0.5225983664
557	0.522439938
558	0.5223238144
559	0.5221606334
560	0.5220247438
561	0.5218259577
562	0.5216288042
563	0.5215303118
564	0.5213301904
565	0.5211881158
566	0.5210613747
567	0.5209297815
568	0.5207094258
569	0.5205347001
570	0.5203789704
571	0.520195137
572	0.5200108045
573	0.5198303506
574	0.5196432689
575	0.5194752225
576	0.5193268397
577	0.5191097656
578	0.5189125908
579	0.5186872075
580	0.5185292023
581	0.5184138434
582	0.5182086994
583	0.5179487171
584	0.5178047727
585	0.5176317878
586	0.5174731488
587	0.5172920344
588	0.5171292969
589	0.5168217298
590	0.5167105635
591	0.5165096264
592	0.5164181162
593	0.5163384389
594	0.5160920768
595	0.5158755748
596	0.5156583016
597	0.5155114746
598	0.5153103963
599	0.5151599209
600	0.5149199005
601	0.5146473768
602	0.5144995737
603	0.5143211672
604	0.5141248713
605	0.5139502983
606	0.5137882284
607	0.5135579331
608	0.513417523
609	0.5132500498
610	0.5131558361
611	0.5129969177
612	0.5128845595
613	0.5126834731
614	0.5124425876
615	0.512220147
616	0.5120251058
617	0.5119199509
618	0.5117268394
619	0.5115286737
620	0.5113624742
621	0.5111642758
622	0.5109737334
623	0.5108140349
624	0.5107170995
625	0.5104899576
626	0.5102363558
627	0.5100862751
628	0.5097598836
629	0.5095282601
630	0.5093405705
631	0.5092180362
632	0.5090305453
633	0.50877307
634	0.5085392294
635	0.5083346329
636	0.5081486862
637	0.5079616337
638	0.5077389599
639	0.5075182716
640	0.5073811147
641	0.5072409873
642	0.5069946313
643	0.5068117182
644	0.5066309892
645	0.5063512703
646	0.5061907216
647	0.5059970738
648	0.5058455235
649	0.5056822861
650	0.5053998444
651	0.5051814908
652	0.5050146982
653	0.5048440414
654	0.5046411817
655	0.5043887842
656	0.5041449
657	0.5038814319
658	0.5036465186
659	0.5033711904
660	0.5031558516
661	0.502995474
662	0.5028000867
663	0.5026322932
664	0.5024829429
665	0.5022358105
666	0.5020565472
667	0.5018203819
668	0.5016736863
669	0.501503391
670	0.5012668383
671	0.5010509296
672	0.500849977
673	0.5006889954
674	0.5003941764
675	0.5001607185
676	0.4999179106
677	0.499736115
678	0.4995285476
679	0.4993393137
680	0.4991756958
681	0.4988428352
682	0.4986232342
683	0.4984607502
684	0.4981959183
685	0.4980521837
686	0.4978455094
687	0.4976564308
688	0.4973969244
689	0.4971490885
690	0.4969088725
691	0.4967267355
692	0.4965133889
693	0.4962593078
694	0.4960213692
695	0.49577859
696	0.4955457426
697	0.4953631306
698	0.4951758132
699	0.4950043817
700	0.4948265583
701	0.4946600015
702	0.4944632328
703	0.4942351454
704	0.4940912026
705	0.4938510929
706	0.4936658708
707	0.4934651538
708	0.4932958639
709	0.4930548311
710	0.4929494338
711	0.4927569377
712	0.492551847
713	0.4924039232
714	0.4921727892
715	0.4919517123
716	0.4917736631
717	0.4915187564
718	0.4913678229
719	0.4911270063
720	0.4908497017
721	0.4905889334
722	0.4904372066
723	0.4901941616
724	0.4899623714
725	0.4897819612
726	0.4895026496
727	0.4892406937
728	0.4890645726
729	0.4888070561
730	0.4885623408
731	0.4884113479
732	0.488244595
733	0.488109872
734	0.4878930015
735	0.4876578656
736	0.4874557573
737	0.4872338115
738	0.487016379
739	0.4868309922
740	0.4866338369
741	0.4864480194
742	0.4862473915
743	0.4860463964
744	0.4858635154
745	0.4856355386
746	0.4854175865
747	0.4852622295
748	0.4850736036
749	0.4848366288
750	0.4847027964
751	0.4845053064
752	0.4843078346
753	0.4840635782
754	0.4838977302
755	0.4837164288
756	0.4835463145
757	0.4833699221
758	0.483115251
759	0.4828330485
760	0.4826395353
761	0.4824242054
762	0.4822211381
763	0.4819645563
764	0.4818320546
765	0.4816744363
766	0.4815259324
767	0.4813754725
768	0.4811806743
769	0.4809933757
770	0.4807562363
771	0.4805775387
772	0.4803915767
773	0.4801668301
774	0.4799397983
775	0.4796521472
776	0.4794761245
777	0.4793352971
778	0.4791791684
779	0.4790334068
780	0.4788954131
781	0.4786626238
782	0.4784991115
783	0.4783218185
784	0.4780752158
785	0.4779107475
786	0.47774204
787	0.4776476081
788	0.4774688788
789	0.4773230085
790	0.4771039457
791	0.4768891558
792	0.4766641708
793	0.476441185
794	0.4761836895
795	0.4759646718
796	0.4756948846
797	0.4754978443
798	0.4752804989
799	0.4750636134
800	0.4748884791
801	0.4747619868
802	0.4746176766
803	0.4744186828
804	0.4742187574
805	0.4740878816
806	0.4738869685
807	0.4737191406
808	0.4734740318
809	0.4732580805
810	0.4730692821
811	0.4728233777
812	0.4726735229
813	0.472543602
814	0.4722826712
815	0.4720444877
816	0.4718859841
817	0.4717248439
818	0.4716046097
819	0.471395908
820	0.4712047796
821	0.4710437389
822	0.4708092698
823	0.4706159362
824	0.4704254317
825	0.4700519741
826	0.4698156192
827	0.4696369474
828	0.4693808847
829	0.4692084525
830	0.4690771563
831	0.4688966128
832	0.4687020376
833	0.4685189902
834	0.4683935177
835	0.4681554015
836	0.4679195975
837	0.4677305605
838	0.4675173359
839	0.4673549589
840	0.4671422297
841	0.4670189137
842	0.4668060061
843	0.4666981611
844	0.466514533
845	0.4663953222
846	0.4662925806
847	0.4661223016
848	0.4659584666
849	0.4657364138
850	0.4655127915
851	0.4653482214
852	0.4651888528
853	0.465018097
854	0.464886514
855	0.4647071731
856	0.4645805576
857	0.4644557031
858	0.4642086324
859	0.464085982
860	0.4638811924
861	0.4637019368
862	0.4634541767
863	0.4633711517
864	0.4631306525
865	0.4628730184
866	0.4626638864
867	0.4623827179
868	0.4622539101
869	0.4621602544
870	0.4620688235
871	0.4618694057
872	0.4616094044
873	0.461459932
874	0.461267318
875	0.4611640106
876	0.4610169818
877	0.4608758933
878	0.4607851136
879	0.4606196687
880	0.460427686
881	0.4602618763
882	0.4600846738
883	0.4599861522
884	0.4598822476
885	0.4597370437
886	0.4594996017
887	0.4592489559
888	0.4590445105
889	0.4588151072
890	0.4587031868
891	0.4585936969
892	0.4584008261
893	0.4582593627
894	0.4580106667
895	0.4577685155
896	0.4575768605
897	0.4573332147
898	0.4571707839
899	0.457053853
900	0.4569416936
901	0.4568271015
902	0.4566541416
903	0.4565475609
904	0.4563772238
905	0.456213858
906	0.4560529306
907	0.4558725758
908	0.4557895496
909	0.4555817601
910	0.4554771628
911	0.4553566429
912	0.4552302355
913	0.4550128114
914	0.454902098
915	0.4548132731
916	0.4546748886
917	0.4545173007
918	0.4543751796
919	0.4541989816
920	0.4540018896
921	0.4539254138
922	0.4537525717
923	0.4535939959
924	0.4534072389
925	0.4532768959
926	0.4531183884
927	0.4528986314
928	0.4528087598
929	0.4525901313
930	0.4525015033
931	0.4522727743
932	0.4520311567
933	0.4518842128
934	0.4517558276
935	0.4516747651
936	0.4514758297
937	0.4512786304
938	0.4510740837
939	0.4509597224
940	0.4507285872
941	0.4505426538
942	0.4504690342
943	0.4502459081
944	0.4500989988
945	0.4499350314
946	0.4497365238
947	0.4496193102
948	0.4494089736
949	0.4492378567
950	0.4491244466
951	0.4489012032
952	0.4487220666
953	0.4485735991
954	0.4484385091
955	0.4483188718
956	0.4482059592
957	0.4481106112
958	0.4479400419
959	0.4478184277
960	0.4475821882
961	0.447498593
962	0.4472193589
963	0.4470210625
964	0.4468639957
965	0.4467740524
966	0.4466912611
967	0.4465763015
968	0.4463130407
969	0.4462066426
970	0.446061841
971	0.4459178051
972	0.4457060016
973	0.4455890806
974	0.4453948424
975	0.4452058223
976	0.445115074
977	0.4449552559
978	0.4448673046
979	0.4447553379
980	0.4446069484
981	0.4444215847
982	0.4442699403
983	0.4440735775
984	0.4439184578
985	0.4437365223
986	0.4436581432
987	0.4435521848
988	0.4434618938
989	0.4433703947
990	0.4432958174
991	0.4430643147
992	0.4429276482
993	0.442793516
994	0.4427062839
995	0.4425535591
996	0.4424920436
997	0.4422734155
998	0.4421860741
999	0.4420940737
